,message,label
779,Sounds like something that someone testing me would sayy,ham
780,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,spam
781,Yunny... I'm goin to be late,ham
782,"That's very rude, you on campus?",ham
783,thanks for the temales it was wonderful. Thank. Have a great week.,ham
784,Sitting ard nothing to do lor. U leh busy w work?,ham
785,Please ask mummy to call father,ham
786,How much would it cost to hire a hitman,ham
787,I know she called me,ham
788,Have your lunch and come quickly and open the door:),ham
789,i am going to bed now prin,ham
790,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham
791,My battery is low babe,ham
792,Yup i'm elaborating on the safety aspects and some other issues..,ham
793,Filthy stories and GIRLS waiting for your,spam
794,Have you bookedthe hut? And also your time off? How are you by the way?,ham
795,Pls accept me for one day. Or am begging you change the number.,ham
796,"Yes, my reg is  Ciao!",ham
797,I thought slide is enough.,ham
798,You tell what happen dont behave like this to me. Ok no need to say,ham
799,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam
800,DO NOT B LATE LOVE MUM,ham
801,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham
802,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
803,Huh i cant thk of more oredi how many pages do we have?,ham
804,Who u talking about?,ham
805,Hey i've booked the pilates and yoga lesson already... Haha,ham
806,Thinkin about someone is all good. No drugs for that,ham
807,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
808,* Will be september by then!,ham
809,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
810,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
811,Rats. Hey did u ever vote for the next themes?,ham
812,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham
813,Okay same with me. Well thanks for the clarification,ham
814,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow,spam
815,"It,,s a taxt massage....tie-pos argh ok! Lool!",ham
816,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",ham
817,In the end she might still vomit but its okay. Not everything will come out.,ham
818,"Sorry, I'll call later",ham
819,Huh means computational science... Y they like dat one push here n there...,ham
820,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
821,But i haf enuff space got like 4 mb...,ham
822,I told your number to gautham..,ham
823,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
824,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham
825,Thats cool. Where should i cum? On you or in you? :),ham
826,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
827,Where is that one day training:-),ham
828,I'm in a movie. Call me 4 wat?,ham
829,"Okay, good, no problem, and thanx!",ham
830,If u dun drive then how i go 2 sch.,ham
831,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
832,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam
833,Ofcourse I also upload some songs,ham
834,"That means you got an A in epi, she.s fine. She.s here now.",ham
835,Urgent Ur Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam
836,K..i deleted my contact that why?,ham
837,Ok lor. Msg me b4 u call.,ham
838,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
839,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham
840,My uncles in Atlanta. Wish you guys a great semester.,ham
841,"And how you will do that, princess? :)",ham
842,Life style garments account no please.,ham
843,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
844,Dont talk to him ever ok its my word.,ham
845,Erm. I thought the contract ran out the4th of october.,ham
846,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
847,I will reach ur home in  &lt;#&gt;  minutes,ham
848,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),ham
849,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham
850,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham
851,You can never do NOTHING,ham
852,Does daddy have a bb now.,ham
853,We'll join the  &lt;#&gt;  bus,ham
854,I just saw ron burgundy captaining a party boat so yeah,ham
855,Haha i think i did too,ham
856,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
857,Good Morning my Dear........... Have a great &amp; successful day.,ham
858,Oh my God. I'm almost home,ham
859,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
860,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
861,I'll text you when I drop x off,ham
862,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham
863,Have you laid your airtel line to rest?,ham
864,I canÂ’t wait for cornwall. Hope tonight isnÂ’t too bad as well but itÂ’s rock night shite. Anyway iÂ’m going for a kip now have a good night. Speak to you soon.,ham
865,She's borderline but yeah whatever.,ham
866,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+",spam
867,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
868,Yes I know the cheesy songs from frosty the snowman :),ham
869,How come she can get it? Should b quite diff to guess rite...,ham
870,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
871,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
872,Are you ok. What happen to behave like this,ham
873,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",ham
874,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
875,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham
876,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",ham
877,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
878,I am great princess! What are you thinking about me? :),ham
879,Which is weird because I know I had it at one point,ham
880,So what did the bank say about the money?,ham
881,Are u coming to the funeral home,ham
882,This weekend is fine (an excuse not to do too much decorating),ham
883,I'm in a movie... Collect car oredi...,ham
884,Where u been hiding stranger?,ham
885,Thanks for ve lovely wisheds. You rock,ham
886,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
887,I'll probably be by tomorrow (or even later tonight if something's going on),ham
888,Jokin only lar... :-) depends on which phone my father can get lor...,ham
889,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam
890,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham
891,Huh so late... Fr dinner?,ham
892,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
893,"Just arrived, see you in a couple days &lt;3",ham
894,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
895,Just wanted to say holy shit you guys weren't kidding about this bud,ham
896,Ok... But bag again..,ham
897,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk.",spam
898,Hey so whats the plan this sat? ,ham
899,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham
900,You're gonna have to be way more specific than that,ham
901,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
902,Cant think of anyone with * spare room off * top of my head,ham
903,"Its ok, if anybody asks abt me, u tel them..:-P",ham
904,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
905,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham
906,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",ham
907,Sending you greetings of joy and happiness. Do have a gr8 evening,ham
908,Ok... I din get ur msg...,ham
909,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
910,Match started.india  &lt;#&gt;  for 2,ham
911,Auntie huai juan never pick up her phone,ham
912,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
913,"Sorry, I'll call later",ham
914,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham
915,I finished my lunch already. U wake up already?,ham
916,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham
917,Are you this much buzy,ham
918,Have you got Xmas radio times. If not i will get it now,ham
919,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
920,Guess who spent all last night phasing in and out of the fourth dimension,ham
921,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham
922,I like to think there's always the possibility of being in a pub later.,ham
923,How would my ip address test that considering my computer isn't a minecraft server,ham
924,"Aight, text me tonight and we'll see what's up",ham
925,Forgot to tell Ã¼ smth.. Can Ã¼ like number the sections so that it's clearer..,ham
926,"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂ’LLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",ham
927,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
928,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
929,Thanks. Fills me with complete calm and reassurance! ,ham
930,You also didnt get na hi hi hi hi hi,ham
931,Hey anyway i have to :-),ham
932,"idc get over here, you are not weaseling your way out of this shit twice in a row",ham
933,"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI""",ham
934,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham
935,LOL that would be awesome payback.,ham
936,Mine here like all fr china then so noisy.,ham
937,Nope... Juz off from work...,ham
938,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,ham
939,"That's cool he'll be here all night, lemme know when you're around",ham
940,That is wondarfull song,ham
941,"Sorry, I'll call later",ham
942,"Goodnight, sleep well da please take care pa. Please.",ham
943,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
944,Ok...,ham
945,"Awesome, I'll see you in a bit",ham
946,Cool. So how come you havent been wined and dined before?,ham
947,Uncle Abbey! Happy New Year. Abiola,ham
948,Ãœ bot notes oredi... Cos i juz rem i got...,ham
949,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
950,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
951,Good night. Am going to sleep.,ham
952,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam
953,You are a very very very very bad girl. Or lady.,ham
954,No no:)this is kallis home ground.amla home town is durban:),ham
955,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham
956,"Did you say bold, then torch later. Or one torch and 2bold?",ham
957,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""",ham
958,Really good:)dhanush rocks once again:),ham
959,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
960,So wats ur opinion abt him and how abt is character?,ham
961,We live in the next  &lt;#&gt; mins,ham
962,Is there coming friday is leave for pongal?do you get any news from your work place.,ham
963,I have lost 10 kilos as of today!,ham
964,Babe ? I lost you ... :-(,ham
965,Whens your radio show?,ham
966,I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham
967,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam
968,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",ham
969,Here got lots of hair dresser fr china.,ham
970,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
971,"Itâ€˜s Â£6 to get in, is that ok?",ham
972,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
973,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
974,Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham
975,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
976,I havent lei.. Next mon can?,ham
977,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
978,Quite lor. But dun tell him wait he get complacent...,ham
979,i see. When we finish we have loads of loans to pay,ham
980,Call from 08702490080 - tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
981,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
982,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham
983,Am i that much dirty fellow?,ham
984,No no. I will check all rooms befor activities,ham
985,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
986,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham
987,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
988,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,ham
989,Thats cool princess! I will cover your face in hot sticky cum :),ham
990,Went to pay rent. So i had to go to the bank to authorise the payment.,ham
991,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham
992,Wen did you get so spiritual and deep. That's great,ham
993,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham
994,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
995,Yes..gauti and sehwag out of odi series.,ham
996,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
997,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham
998,He's just gonna worry for nothing. And he won't give you money its no use.,ham
999,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam
1000,Ok i am on the way to railway,ham
1001,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
1002,"Lets use it next week, princess :)",ham
1003,And do you have any one that can teach me how to ship cars.,ham
1004,Hi good mornin.. Thanku wish u d same..,ham
1005,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
1006,Cold. Dont be sad dear,ham
1007,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham
1008,Hmmm:)how many players selected?,ham
1009,Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham
1010,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
1011,You in your room? I need a few,ham
1012,I hope you know I'm still mad at you.,ham
1013,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham
1014,"Dude u knw also telugu..thts gud..k, gud nyt..",ham
1015,Sorry da. I gone mad so many pending works what to do.,ham
1016,Wat r u doing?,ham
1017,I've got it down to a tea. not sure which flavour,ham
1018,"Aight, let me know when you're gonna be around usf",ham
1019,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
1020,Dont worry. I guess he's busy.,ham
1021,It only does simple arithmetic not percentages.,ham
1022,"That's fine, have him give me a call if he knows what he wants or has any questions",ham
1023,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
1024, what number do u live at? Is it 11?,ham
1025,Excellent! Are you ready to moan and scream in ecstasy?,ham
1026,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week,spam
1027,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
1028,I am taking you for italian food. How about a pretty dress with no panties? :),ham
1029,Now got tv 2 watch meh? U no work today?,ham
1030,Yes i will be there. Glad you made it.,ham
1031,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
1032,I dunno lei... Like dun haf...,ham
1033,Serious? What like proper tongued her,ham
1034,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham
1035,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
1036,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
1037,Ok then i will come to ur home after half an hour,ham
1038,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
1039,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham
1040,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
1041,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",ham
1042,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam
1043,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,ham
1044,"Hi elaine, is today's meeting confirmed?",ham
1045,Those were my exact intentions,ham
1046,Thanks for looking out for me. I really appreciate.,ham
1047,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
1048,";-( oh well, c u later",ham
1049,Go chase after her and run her over while she's crossing the street,ham
1050,I'll probably be around mu a lot,ham
1051,X2  &lt;#&gt; . Are you going to get that,ham
1052,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
1053,She ran off with a younger man. we will make pretty babies together :),ham
1054,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam
1055,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham
1056,Thanks for understanding. I've been trying to tell sura that.,ham
1057,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",ham
1058,I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
1059,How much r Ã¼ willing to pay?,ham
1060,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""",ham
1061,From here after The performance award is calculated every two month.not for current one month period..,ham
1062,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham
1063,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,ham
1064,Going to join tomorrow.,ham
1065,I'm serious. You are in the money base,ham
1066,I'm still pretty weak today .. Bad day ?,ham
1067,Thanks for your subscription to Ringtone UK your mobile will be charged Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam
1068,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
1069,Raviyog Peripherals bhayandar east,ham
1070,Idea will soon get converted to live:),ham
1071,Howz that persons story,ham
1072,I meant middle left or right?,ham
1073,Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
1074,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
1075,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,spam
1076,"Babe, I need your advice",ham
1077,Aiyah then i wait lor. Then u entertain me. Hee...,ham
1078,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",ham
1079,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
1080,"Sorry, was in the bathroom, sup",ham
1081,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham
1082,Nothing. Can...,ham
1083,I didnt get anything da,ham
1084,"Latest News! Police station toilet stolen, cops have nothing to go on!",spam
1085,No da. I am happy that we sit together na,ham
1086,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
1087,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham
1088,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
1089,O ic lol. Should play 9 doors sometime yo,ham
1090,I had askd u a question some hours before. Its answer,ham
1091,Finally the match heading towards draw as your prediction.,ham
1092,Oh is it? Send me the address,ham
1093,Guess he wants alone time. We could just show up and watch when they do..,ham
1094,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham
1095,Pick you up bout 7.30ish? What time are  and that going?,ham
1096,So Ã¼ pay first lar... Then when is da stock comin...,ham
1097,my ex-wife was not able to have kids. Do you want kids one day?,ham
1098,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,ham
1099,Sure but since my parents will be working on Tuesday I don't really need a cover story,ham
1100,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
1101,7 at esplanade.. Do Ã¼ mind giving me a lift cos i got no car today..,ham
1102,hanks lotsly!,ham
1103,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham
1104,Ok... Help me ask if she's working tmr a not?,ham
1105,Just sleeping..and surfing,ham
1106,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham
1107,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam
1108,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",ham
1109,Aiyar sorry lor forgot 2 tell u...,ham
1110,No shoot me. I'm in the docs waiting room. :/,ham
1111,Noice. Text me when you're here,ham
1112,will you like to be spoiled? :),ham
1113,Ya it came a while ago,ham
1114,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham
1115,Wait 2 min..stand at bus stop,ham
1116,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,ham
1117,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
1118,"WELL DONE! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",spam
1119,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham
1120,What * u wearing?,ham
1121,It shall be fine. I have avalarr now. Will hollalater,ham
1122,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
1123,Babe ? I lost you ... Will you try rebooting ?,ham
1124,Good night my dear.. Sleepwell&amp;Take care,ham
1125,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",ham
1126,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
1127,Send me your resume:-),ham
1128,i thought we were doing a king of the hill thing there.,ham
1129,No way I'm going back there!,ham
1130,We still on for tonight?,ham
1131,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
1132,"Thanks, I'll keep that in mind",ham
1133,YO YO YO BYATCH WHASSUP?,ham
1134,what are your new years plans?,ham
